case,event,time,lifecycle:transition,amount,paymentAmount,expense,org:resource,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points
A19924,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19925,Create Fine,2007/07/29 00:00:00.000,COMPLETE,36.0,,,564,157,,,A,0.0,,NIL,0
A19925,Payment,2007/07/31 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A19927,Create Fine,2007/07/30 00:00:00.000,COMPLETE,36.0,,,564,157,,,A,0.0,,NIL,0
A19927,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19927,Insert Fine Notification,2007/12/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A19927,Add penalty,2008/02/17 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A19927,Payment,2008/02/18 00:00:00.000,COMPLETE,,49.0,,,,,,,49.0,,,
A19930,Create Fine,2007/07/30 00:00:00.000,COMPLETE,36.0,,,564,157,,,A,0.0,,NIL,0
A19930,Send Fine,2007/09/13 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19930,Insert Fine Notification,2007/10/06 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A19930,Add penalty,2007/12/05 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A19930,Payment,2007/12/06 00:00:00.000,COMPLETE,,49.0,,,,,,,49.0,,,
A19931,Create Fine,2007/07/30 00:00:00.000,COMPLETE,36.0,,,564,157,,,A,0.0,,NIL,0
A19931,Payment,2007/08/03 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A19933,Create Fine,2007/07/30 00:00:00.000,COMPLETE,36.0,,,564,157,,,A,0.0,,NIL,0
A19933,Payment,2007/08/06 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A19934,Create Fine,2007/07/30 00:00:00.000,COMPLETE,74.0,,,564,158,,,A,0.0,,NIL,2
A19934,Send Fine,2007/09/13 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19934,Insert Fine Notification,2007/10/11 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A19934,Add penalty,2007/12/10 00:00:00.000,COMPLETE,148.0,,,,,,,,,,,
A19934,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A19935,Create Fine,2007/07/30 00:00:00.000,COMPLETE,36.0,,,564,157,,,A,0.0,,NIL,0
A19935,Send Fine,2007/09/13 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19935,Insert Fine Notification,2007/10/03 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A19935,Add penalty,2007/12/02 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A19935,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A19936,Create Fine,2007/07/30 00:00:00.000,COMPLETE,36.0,,,564,157,,,A,0.0,,NIL,0
A19936,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19936,Insert Fine Notification,2007/12/18 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A19936,Add penalty,2008/02/16 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A19936,Payment,2008/10/14 00:00:00.000,COMPLETE,,87.0,,,,,,,87.0,,,
A19937,Create Fine,2007/07/30 00:00:00.000,COMPLETE,36.0,,,564,157,,,A,0.0,,NIL,0
A19937,Send Fine,2007/09/13 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19937,Insert Fine Notification,2007/10/02 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A19937,Add penalty,2007/12/01 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A19937,Payment,2007/12/06 00:00:00.000,COMPLETE,,49.0,,,,,,,49.0,,,
A19937,Payment,2008/01/07 00:00:00.000,COMPLETE,,38.0,,,,,,,87.0,,,
A19938,Create Fine,2007/07/30 00:00:00.000,COMPLETE,36.0,,,564,157,,,A,0.0,,NIL,0
A19938,Payment,2007/07/30 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A1994,Create Fine,2006/08/22 00:00:00.000,COMPLETE,71.0,,,564,158,,,A,0.0,,NIL,2
A1994,Send Fine,2006/12/14 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A1994,Insert Fine Notification,2007/01/06 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A1994,Add penalty,2007/03/07 00:00:00.000,COMPLETE,143.0,,,,,,,,,,,
A1994,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A19940,Create Fine,2007/07/31 00:00:00.000,COMPLETE,36.0,,,564,157,,,A,0.0,,NIL,0
A19940,Payment,2007/08/02 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A19941,Create Fine,2007/07/31 00:00:00.000,COMPLETE,36.0,,,564,157,,,A,0.0,,NIL,0
A19941,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19941,Insert Fine Notification,2007/12/29 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A19941,Add penalty,2008/02/27 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A19941,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A19942,Create Fine,2007/07/31 00:00:00.000,COMPLETE,36.0,,,564,157,,,A,0.0,,NIL,0
A19942,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19942,Insert Fine Notification,2007/12/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A19942,Add penalty,2008/02/17 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A19942,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A19943,Create Fine,2007/07/31 00:00:00.000,COMPLETE,36.0,,,564,157,,,A,0.0,,NIL,0
A19943,Send Fine,2008/04/17 00:00:00.000,COMPLETE,,,18.6,,,,,,,,,
A19944,Create Fine,2007/07/31 00:00:00.000,COMPLETE,36.0,,,564,157,,,A,0.0,,NIL,0
A19944,Payment,2007/08/31 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A19945,Create Fine,2007/07/31 00:00:00.000,COMPLETE,36.0,,,564,157,,,A,0.0,,NIL,0
A19945,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19946,Create Fine,2007/07/31 00:00:00.000,COMPLETE,36.0,,,564,157,,,A,0.0,,NIL,0
A19946,Payment,2007/08/02 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A19949,Create Fine,2007/07/31 00:00:00.000,COMPLETE,36.0,,,564,157,,,A,0.0,,NIL,0
A19949,Payment,2007/08/02 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A19952,Create Fine,2007/08/12 00:00:00.000,COMPLETE,36.0,,,563,157,,,A,0.0,,NIL,0
A19952,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19952,Insert Fine Notification,2007/12/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A19952,Insert Date Appeal to Prefecture,2008/01/08 00:00:00.000,COMPLETE,,,,,,,,,,,,
A19952,Add penalty,2008/02/17 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A19952,Send Appeal to Prefecture,2008/02/27 00:00:00.000,COMPLETE,,,,,,,,,,,#,
A19953,Create Fine,2007/08/12 00:00:00.000,COMPLETE,36.0,,,563,7,,,A,0.0,,NIL,0
A19953,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19953,Insert Fine Notification,2007/12/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A19953,Add penalty,2008/02/17 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A19953,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A19957,Create Fine,2007/08/12 00:00:00.000,COMPLETE,36.0,,,563,7,,,A,0.0,,NIL,0
A19957,Payment,2007/08/13 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A19958,Create Fine,2007/08/13 00:00:00.000,COMPLETE,36.0,,,563,157,,,A,0.0,,NIL,0
A19958,Payment,2007/09/07 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A19959,Create Fine,2007/08/13 00:00:00.000,COMPLETE,36.0,,,563,157,,,A,0.0,,NIL,0
A19959,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19959,Insert Fine Notification,2007/12/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A19959,Add penalty,2008/02/17 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A19959,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A19960,Create Fine,2007/08/21 00:00:00.000,COMPLETE,36.0,,,563,157,,,A,0.0,,NIL,0
A19960,Send Fine,2007/12/27 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19960,Insert Fine Notification,2008/01/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A19960,Add penalty,2008/03/19 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A19960,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A19964,Create Fine,2007/08/22 00:00:00.000,COMPLETE,36.0,,,563,157,,,A,0.0,,NIL,0
A19964,Send Fine,2007/12/27 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19964,Insert Fine Notification,2008/01/14 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A19964,Add penalty,2008/03/14 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A19964,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A19968,Create Fine,2007/08/25 00:00:00.000,COMPLETE,36.0,,,563,7,,,A,0.0,,NIL,0
A19968,Send Fine,2007/12/27 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19968,Insert Fine Notification,2008/01/14 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A19968,Add penalty,2008/03/14 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A19968,Payment,2008/09/15 00:00:00.000,COMPLETE,,87.0,,,,,,,87.0,,,
A1997,Create Fine,2006/08/22 00:00:00.000,COMPLETE,35.0,,,564,157,,,A,0.0,,NIL,0
A1997,Send Fine,2006/12/14 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A1997,Insert Fine Notification,2006/12/22 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A1997,Add penalty,2007/02/20 00:00:00.000,COMPLETE,71.5,,,,,,,,,,,
A1997,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A19970,Create Fine,2007/08/25 00:00:00.000,COMPLETE,36.0,,,563,7,,,A,0.0,,NIL,0
A19970,Send Fine,2007/12/27 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19971,Create Fine,2007/08/25 00:00:00.000,COMPLETE,36.0,,,563,7,,,A,0.0,,NIL,0
A19971,Send Fine,2007/12/27 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19971,Insert Fine Notification,2008/01/07 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A19971,Add penalty,2008/03/07 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A19971,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A19974,Create Fine,2007/08/26 00:00:00.000,COMPLETE,36.0,,,563,157,,,A,0.0,,NIL,0
A19974,Payment,2007/09/04 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A19975,Create Fine,2007/08/26 00:00:00.000,COMPLETE,36.0,,,563,157,,,A,0.0,,NIL,0
A19975,Send Fine,2007/12/27 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19976,Create Fine,2007/08/26 00:00:00.000,COMPLETE,36.0,,,563,157,,,A,0.0,,NIL,0
A19976,Send Fine,2007/12/27 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19980,Create Fine,2007/08/27 00:00:00.000,COMPLETE,36.0,,,563,157,,,A,0.0,,NIL,0
A19980,Send Fine,2007/12/27 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19980,Insert Fine Notification,2008/01/17 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A19980,Add penalty,2008/03/17 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A19980,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A19981,Create Fine,2007/08/27 00:00:00.000,COMPLETE,36.0,,,563,157,,,A,0.0,,NIL,0
A19981,Send Fine,2007/12/27 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19981,Insert Fine Notification,2008/01/05 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A19981,Add penalty,2008/03/05 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A19981,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A19983,Create Fine,2007/08/28 00:00:00.000,COMPLETE,36.0,,,563,157,,,A,0.0,,NIL,0
A19983,Send Fine,2007/12/27 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19983,Insert Fine Notification,2008/01/05 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A19983,Add penalty,2008/03/05 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A19983,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A19984,Create Fine,2007/08/30 00:00:00.000,COMPLETE,36.0,,,563,157,,,A,0.0,,NIL,0
A19984,Payment,2007/08/31 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A19985,Create Fine,2007/08/30 00:00:00.000,COMPLETE,36.0,,,563,157,,,A,0.0,,NIL,0
A19985,Payment,2007/09/07 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A19987,Create Fine,2007/08/31 00:00:00.000,COMPLETE,36.0,,,563,157,,,A,0.0,,NIL,0
A19987,Send Fine,2007/12/27 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19987,Insert Fine Notification,2008/01/05 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A19987,Add penalty,2008/03/05 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A19987,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A19988,Create Fine,2007/08/05 00:00:00.000,COMPLETE,22.0,,,563,7,,,A,0.0,,NIL,0
A19988,Send Fine,2007/12/10 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19988,Insert Fine Notification,2007/12/18 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A19988,Add penalty,2008/02/16 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A19988,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A19991,Create Fine,2007/08/21 00:00:00.000,COMPLETE,22.0,,,563,7,,,A,0.0,,NIL,0
A19991,Send Fine,2007/12/27 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19991,Insert Fine Notification,2008/01/09 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A19991,Add penalty,2008/03/09 00:00:00.000,COMPLETE,44.0,,,,,,,,,,,
A19991,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A19993,Create Fine,2007/08/22 00:00:00.000,COMPLETE,22.0,,,563,7,,,A,0.0,,NIL,0
A19993,Send Fine,2007/12/27 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19994,Create Fine,2007/08/26 00:00:00.000,COMPLETE,22.0,,,563,7,,,A,0.0,,NIL,0
A19994,Send Fine,2007/12/27 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A19996,Create Fine,2007/08/30 00:00:00.000,COMPLETE,22.0,,,563,7,,,A,0.0,,NIL,0
A19996,Send Fine,2007/12/27 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A2,Create Fine,2006/07/24 00:00:00.000,COMPLETE,35.0,,,561,157,,,A,0.0,,NIL,0
A2,Send Fine,2006/12/05 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A200,Create Fine,2006/08/09 00:00:00.000,COMPLETE,35.0,,,541,157,,,A,0.0,,NIL,0
A200,Send Fine,2006/12/13 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A200,Insert Fine Notification,2007/01/02 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A200,Add penalty,2007/03/03 00:00:00.000,COMPLETE,71.5,,,,,,,,,,,
A200,Payment,2007/11/29 00:00:00.000,COMPLETE,,82.5,,,,,,,82.5,,,
A2000,Create Fine,2006/08/23 00:00:00.000,COMPLETE,35.0,,,564,157,,,A,0.0,,NIL,0
A2000,Send Fine,2006/12/14 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A20002,Create Fine,2007/08/13 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20002,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20003,Create Fine,2007/08/13 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20003,Send Fine,2007/09/13 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20003,Insert Fine Notification,2007/09/24 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20003,Add penalty,2007/11/23 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20003,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20004,Create Fine,2007/08/13 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20004,Send Fine,2007/09/13 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20004,Insert Fine Notification,2007/10/04 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20004,Add penalty,2007/12/03 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20004,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20005,Create Fine,2007/08/14 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20005,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20005,Insert Fine Notification,2007/12/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20005,Insert Date Appeal to Prefecture,2008/02/01 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20005,Add penalty,2008/02/17 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20005,Send Appeal to Prefecture,2008/03/31 00:00:00.000,COMPLETE,,,,,,,,,,,#,
A20008,Create Fine,2007/08/14 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20008,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20008,Insert Fine Notification,2007/12/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20008,Add penalty,2008/02/17 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20008,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20009,Create Fine,2007/08/14 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20009,Send Fine,2008/03/01 00:00:00.000,COMPLETE,,,18.6,,,,,,,,,
A20009,Insert Fine Notification,2008/03/11 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20009,Add penalty,2008/05/10 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20009,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A2001,Create Fine,2006/08/15 00:00:00.000,COMPLETE,35.0,,,563,7,,,A,0.0,,NIL,0
A2001,Send Fine,2006/12/14 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A2001,Insert Fine Notification,2006/12/22 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A2001,Add penalty,2007/02/20 00:00:00.000,COMPLETE,71.5,,,,,,,,,,,
A2001,Payment,2008/08/29 00:00:00.000,COMPLETE,,82.5,,,,,,,82.5,,,
A20010,Create Fine,2007/08/14 00:00:00.000,COMPLETE,36.0,,,541,7,,,A,0.0,,NIL,0
A20010,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20010,Insert Fine Notification,2007/12/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20010,Add penalty,2008/02/17 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20010,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20011,Create Fine,2007/08/14 00:00:00.000,COMPLETE,36.0,,,541,7,,,A,0.0,,NIL,0
A20011,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20011,Insert Fine Notification,2007/12/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20011,Add penalty,2008/02/17 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20011,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20012,Create Fine,2007/08/14 00:00:00.000,COMPLETE,36.0,,,541,7,,,A,0.0,,NIL,0
A20012,Payment,2007/09/26 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A20013,Create Fine,2007/08/14 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20013,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20013,Insert Fine Notification,2007/12/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20013,Add penalty,2008/02/17 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20013,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20015,Create Fine,2007/08/14 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20015,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20015,Insert Fine Notification,2007/12/20 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20015,Add penalty,2008/02/18 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20015,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20017,Create Fine,2007/08/14 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20017,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20017,Insert Fine Notification,2007/12/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20017,Add penalty,2008/02/17 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20017,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20018,Create Fine,2007/08/14 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20018,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20019,Create Fine,2007/08/14 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20019,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20020,Create Fine,2007/08/14 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20020,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20020,Insert Fine Notification,2007/12/29 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20020,Add penalty,2008/02/27 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20020,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20021,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20021,Payment,2007/08/31 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A20022,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20022,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20022,Insert Fine Notification,2007/12/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20022,Add penalty,2008/02/17 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20022,Payment,2008/03/20 00:00:00.000,COMPLETE,,49.0,,,,,,,49.0,,,
A20022,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20023,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20023,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20023,Insert Fine Notification,2007/12/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20023,Add penalty,2008/02/17 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20023,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20024,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,157,,,A,0.0,,NIL,0
A20024,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20024,Insert Fine Notification,2007/12/30 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20024,Add penalty,2008/02/28 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20024,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20025,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,7,,,A,0.0,,NIL,0
A20025,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20025,Insert Fine Notification,2007/12/19 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20025,Add penalty,2008/02/17 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20025,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20026,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,7,,,A,0.0,,NIL,0
A20026,Send Fine,2007/12/11 00:00:00.000,COMPLETE,,,13.0,,,,,,,,,
A20026,Insert Fine Notification,2007/12/29 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A20026,Add penalty,2008/02/27 00:00:00.000,COMPLETE,74.0,,,,,,,,,,,
A20026,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20027,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,7,,,A,0.0,,NIL,0
A20027,Payment,2007/08/22 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A20028,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,7,,,A,0.0,,NIL,0
A20028,Payment,2007/08/20 00:00:00.000,COMPLETE,,36.0,,,,,,,36.0,,,
A2003,Create Fine,2006/08/15 00:00:00.000,COMPLETE,35.0,,,563,7,,,A,0.0,,NIL,0
A2003,Send Fine,2006/12/14 00:00:00.000,COMPLETE,,,11.0,,,,,,,,,
A2003,Insert Fine Notification,2006/12/22 00:00:00.000,COMPLETE,,,,,,P,,,,P,,
A2003,Add penalty,2007/02/20 00:00:00.000,COMPLETE,71.5,,,,,,,,,,,
A2003,Send for Credit Collection,2009/03/30 00:00:00.000,COMPLETE,,,,,,,,,,,,
A20030,Create Fine,2007/08/16 00:00:00.000,COMPLETE,36.0,,,541,7,,,A,0.0,,NIL,0
