case,event,time,lifecycle:transition,amount,paymentAmount,expense,org:resource,article,notificationType,matricola,vehicleClass,totalPaymentAmount,lastSent,dismissal,points,TimeUnix
A23259,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1193529600
A23259,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1198713600
A23261,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1193529600
A23261,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23262,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1193529600
A23262,Send Fine,00:00.0,COMPLETE,,,18.6,,,,,,,,,,1212537600
A23262,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1213142400
A23262,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1218326400
A23262,Payment,00:00.0,COMPLETE,,54.6,,,,,,,54.6,,,,1218672000
A23262,Payment,00:00.0,COMPLETE,,38,,,,,,,92.6,,,,1221436800
A23263,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1193529600
A23263,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1193961600
A23264,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1193529600
A23264,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23267,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1193529600
A23267,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1194566400
A2327,Create Fine,00:00.0,COMPLETE,35,,,557,157,,,A,0,,NIL,0,1156291200
A2327,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166054400
A23271,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1193529600
A23271,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23271,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1201651200
A23271,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1206835200
A23271,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23274,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1193875200
A23274,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1194393600
A23275,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1193875200
A23275,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23275,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203379200
A23275,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208563200
A23275,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A2328,Create Fine,00:00.0,COMPLETE,35,,,557,157,,,A,0,,NIL,0,1156291200
A2328,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166054400
A23281,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194134400
A23281,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1196726400
A23282,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194134400
A23282,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23282,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203379200
A23282,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208563200
A23282,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23284,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194134400
A23284,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23284,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203984000
A23284,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1209168000
A23284,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23285,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194134400
A23285,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23285,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203379200
A23285,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208563200
A23285,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23289,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194134400
A23289,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23289,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203120000
A23289,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208304000
A23289,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A2329,Create Fine,00:00.0,COMPLETE,35,,,557,157,,,A,0,,NIL,0,1156291200
A2329,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166054400
A23290,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194134400
A23290,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1194220800
A23291,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194307200
A23291,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23291,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1204243200
A23291,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1209427200
A23291,Payment,00:00.0,COMPLETE,,87,,,,,,,87,,,,1220400000
A23297,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194393600
A23297,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23297,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1204243200
A23297,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1209427200
A23297,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23298,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194393600
A23298,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1195516800
A23299,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194393600
A23299,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1194393600
A233,Create Fine,00:00.0,COMPLETE,35,,,537,157,,,A,0,,NIL,0,1154649600
A233,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1165881600
A233,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1168214400
A233,Add penalty,00:00.0,COMPLETE,71.5,,,,,,,,,,,,1173398400
A233,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A2330,Create Fine,00:00.0,COMPLETE,35,,,557,157,,,A,0,,NIL,0,1156291200
A2330,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166054400
A23301,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1194480000
A23301,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23302,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1194480000
A23302,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23302,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203638400
A23302,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208822400
A23302,Payment,00:00.0,COMPLETE,,87,,,,,,,87,,,,1221523200
A23303,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1194566400
A23303,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23305,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1194566400
A23305,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23305,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203292800
A23305,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208476800
A23305,Payment,00:00.0,COMPLETE,,87,,,,,,,87,,,,1223251200
A23308,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1194739200
A23308,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1195430400
A23309,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1194739200
A23309,Send Fine,00:00.0,COMPLETE,,,18.6,,,,,,,,,,1204329600
A23309,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1205971200
A23309,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1211155200
A23309,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A2331,Create Fine,00:00.0,COMPLETE,35,,,557,157,,,A,0,,NIL,0,1156291200
A2331,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166054400
A2331,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1166745600
A2331,Add penalty,00:00.0,COMPLETE,71.5,,,,,,,,,,,,1171929600
A2331,Payment,00:00.0,COMPLETE,,82.5,,,,,,,82.5,,,,1194480000
A23311,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1194825600
A23311,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23311,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203292800
A23311,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208476800
A23311,Payment,00:00.0,COMPLETE,,87,,,,,,,87,,,,1220832000
A23312,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1194825600
A23312,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23312,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203292800
A23312,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208476800
A23312,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23313,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1194825600
A23313,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23315,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1194912000
A23315,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23315,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203552000
A23315,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208736000
A23315,Payment,00:00.0,COMPLETE,,87,,,,,,,87,,,,1223856000
A23316,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1194912000
A23316,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1194998400
A23317,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1194998400
A23317,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23317,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203292800
A23317,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208476800
A23317,Payment,00:00.0,COMPLETE,,49,,,,,,,49,,,,1208476800
A23318,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1195516800
A23318,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1196121600
A23319,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1195516800
A23319,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A2332,Create Fine,00:00.0,COMPLETE,35,,,557,157,,,A,0,,NIL,0,1156377600
A2332,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166054400
A23320,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1195516800
A23320,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1195603200
A23322,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1195516800
A23322,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23323,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1195516800
A23323,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23324,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1195516800
A23324,Send Fine,00:00.0,COMPLETE,,,26,,,,,,,,,,1202515200
A23324,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203292800
A23324,Insert Date Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1204502400
A23324,Send Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,NIL,,1207612800
A23324,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208476800
A23324,Receive Result Appeal from Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1213142400
A23324,Notify Result Appeal to Offender,00:00.0,COMPLETE,,,,,,,,,,,,,1215734400
A23324,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A23326,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1195603200
A23326,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23326,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203292800
A23326,Insert Date Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1208131200
A23326,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208476800
A23326,Send Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,#,,1211414400
A23328,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1195689600
A23328,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23328,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203292800
A23328,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208476800
A23328,Payment,00:00.0,COMPLETE,,49,,,,,,,49,,,,1210204800
A23328,Payment,00:00.0,COMPLETE,,38,,,,,,,87,,,,1229990400
A23329,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1195689600
A23329,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1196294400
A2333,Create Fine,00:00.0,COMPLETE,35,,,557,157,,,A,0,,NIL,0,1156377600
A2333,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166054400
A2333,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1167177600
A2333,Add penalty,00:00.0,COMPLETE,71.5,,,,,,,,,,,,1172361600
A2333,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23332,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1195776000
A23332,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1198022400
A23334,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1195776000
A23334,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1196380800
A23337,Create Fine,00:00.0,COMPLETE,36,,,558,158,,,A,0,,NIL,0,1195776000
A23337,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23342,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1195948800
A23342,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1196035200
A23343,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1195948800
A23343,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1196035200
A23344,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1196035200
A23344,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1196035200
A23345,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1196035200
A23345,Send Fine,00:00.0,COMPLETE,,,24.2,,,,,,,,,,1217376000
A23345,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1217894400
A23345,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1223078400
A23345,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1287100800
A23346,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1196121600
A23346,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23346,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203984000
A23346,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1209168000
A23346,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23349,Create Fine,00:00.0,COMPLETE,36,,,558,157,,,A,0,,NIL,0,1196121600
A23349,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23349,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1204156800
A23349,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1209340800
A23349,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23353,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1192406400
A23353,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23355,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1192406400
A23355,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23356,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1192406400
A23356,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23356,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1201651200
A23356,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1206835200
A23356,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23357,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1192406400
A23357,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23357,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1201305600
A23357,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1206489600
A23357,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23360,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1192406400
A23360,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23360,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1201824000
A23360,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1207008000
A23360,Payment,00:00.0,COMPLETE,,87,,,,,,,87,,,,1221004800
A23361,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1192406400
A23361,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1192665600
A23362,Create Fine,00:00.0,COMPLETE,22,,,559,7,,,A,0,,NIL,0,1192406400
A23362,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23362,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1202515200
A23362,Add penalty,00:00.0,COMPLETE,44,,,,,,,,,,,,1207699200
A23362,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23363,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1192492800
A23363,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23368,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1192665600
A23368,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23368,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1202601600
A23368,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1207785600
A23368,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23369,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1192665600
A23369,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23369,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1201651200
A23369,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1206835200
A23369,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23372,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1192665600
A23372,Send Fine,00:00.0,COMPLETE,,,18.6,,,,,,,,,,1212537600
A23373,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1192665600
A23373,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1193011200
A2338,Create Fine,00:00.0,COMPLETE,35,,,557,157,,,A,0,,NIL,0,1156377600
A2338,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166054400
A23380,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1192752000
A23380,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23382,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1192752000
A23382,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1193184000
A23384,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1192752000
A23384,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23384,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1201910400
A23384,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1207094400
A23384,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23386,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1192752000
A23386,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23389,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1192838400
A23389,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1193184000
A23390,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1192838400
A23390,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1192838400
A23393,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1192838400
A23393,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1193270400
A23395,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1192838400
A23395,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23396,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1192924800
A23396,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1200614400
A23396,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1202083200
A23396,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1207267200
A23396,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23397,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1192924800
A23397,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1193184000
A23398,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1192924800
A23398,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1193011200
A23399,Create Fine,00:00.0,COMPLETE,36,,,559,157,,,A,0,,NIL,0,1192924800
A23399,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1193270400
A2340,Create Fine,00:00.0,COMPLETE,35,,,557,157,,,A,0,,NIL,0,1156377600
A2340,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166054400
A2340,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1167177600
A2340,Add penalty,00:00.0,COMPLETE,71.5,,,,,,,,,,,,1172361600
A2340,Payment,00:00.0,COMPLETE,,46,,,,,,,46,,,,1172534400
A23401,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194480000
A23401,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1194912000
A23402,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194480000
A23402,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23408,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194739200
A23408,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1194912000
A23409,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194739200
A23409,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1195257600
A2341,Create Fine,00:00.0,COMPLETE,35,,,557,157,,,A,0,,NIL,0,1156377600
A2341,Send Fine,00:00.0,COMPLETE,,,16.6,,,,,,,,,,1175644800
A2341,Payment,00:00.0,COMPLETE,,51.6,,,,,,,51.6,,,,1182729600
A23410,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194739200
A23410,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23410,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203292800
A23410,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1208476800
A23410,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A23411,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194739200
A23411,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1194912000
A23412,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194739200
A23412,Send Fine,00:00.0,COMPLETE,,,18.6,,,,,,,,,,1212537600
A23412,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1213228800
A23412,Insert Date Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,,,1213920000
A23412,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1218412800
A23412,Send Appeal to Prefecture,00:00.0,COMPLETE,,,,,,,,,,,#,,1220832000
A23415,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194825600
A23415,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1195603200
A23418,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194825600
A23418,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23418,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1204243200
A23418,Add penalty,00:00.0,COMPLETE,74,,,,,,,,,,,,1209427200
A23418,Send for Credit Collection,00:00.0,COMPLETE,,,,,,,,,,,,,1238371200
A2342,Create Fine,00:00.0,COMPLETE,35,,,557,157,,,A,0,,NIL,0,1156377600
A2342,Send Fine,00:00.0,COMPLETE,,,11,,,,,,,,,,1166054400
A23420,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194825600
A23420,Payment,00:00.0,COMPLETE,,36,,,,,,,36,,,,1197244800
A23422,Create Fine,00:00.0,COMPLETE,36,,,557,157,,,A,0,,NIL,0,1194912000
A23422,Send Fine,00:00.0,COMPLETE,,,13,,,,,,,,,,1202515200
A23422,Insert Fine Notification,00:00.0,COMPLETE,,,,,,P,,,,P,,,1203292800
